id,valeur_NO2,valeur_CO,valeur_O3,valeur_PM10,valeur_PM25,2_wheeler_motor,4_wheeler_motor,bikes_scooters
2020-06-08 06,29.2,0.228,24.4,18.1,10.6,10,17,1055
2020-06-08 07,25.6,0.266,29.7,24.3,11.3,0,30,1138
2020-06-08 08,18.7,0.259,38.5,25.2,10.9,24,24,326
2020-06-08 09,16.9,0.241,,23.7,8.4,25,19,408
2020-06-08 10,10.8,0.214,,18.7,9,9,23,287
2020-06-08 11,10.7,0.227,60.7,13.5,9.5,46,18,486
2020-06-08 12,12.2,0.207,58,17,7.6,60,19,603
2020-06-08 13,10.2,0.198,54.3,15.8,5.3,58,19,622
2020-06-08 14,9.3,0.199,58,14.7,6.4,47,19,365
2020-06-08 15,11.9,0.214,54.2,14.7,4.7,12,0,936
2020-06-08 16,8.1,0.209,63.5,10,4.6,22,0,1136
2020-06-08 17,10.3,0.227,57.3,9.5,3.1,27,21,893
2020-06-08 18,9.5,0.218,56.7,11.4,3.8,33,11,758
2020-06-08 19,9.2,0.23,52.6,13.5,5.8,29,0,373
2020-06-08 20,9.4,0.209,54.3,14.7,7.6,5,12,188
2020-06-08 21,8,0.203,56.3,13.9,7.2,0,5,222
2020-06-08 22,7.6,0.137,57.1,12.9,6.4,11,6,118
2020-06-08 23,6.4,0.147,59.5,12.1,7,12,0,30
2020-06-09 00,6.1,0.145,59.7,16.5,6.6,7,1,31
2020-06-09 01,4.8,,61.6,15.3,5.4,2,2,5
2020-06-09 02,4.9,0.133,59.4,13.8,5.4,5,2,11
2020-06-09 03,7.2,0.133,54,15.5,6.7,8,9,35
2020-06-09 04,10.1,0.137,52.6,16.3,7.2,9,45,111
2020-06-09 05,17.9,0.151,47,17.8,6.7,15,28,216
2020-06-09 06,20,0.163,45.3,25,5.5,4,16,1159
2020-06-09 07,19.9,0.172,45.8,29.8,9.2,3,22,1277
2020-06-09 08,17.7,0.166,49,28.9,8.7,20,25,422
2020-06-09 09,13.1,0.148,62.4,24,7.8,0,22,498
2020-06-09 10,9.4,0.148,67.6,22.9,6.1,46,23,613
2020-06-09 11,10.8,0.153,66.5,16.7,7.3,8,17,522
2020-06-09 12,10.8,0.156,69.1,21,7.2,55,21,660
2020-06-09 13,9.3,0.144,75.9,23.4,6.8,3,14,211
2020-06-09 14,9.3,0.149,79.2,21.1,5.9,41,18,608
2020-06-09 15,8.3,0.142,82,13.8,7.5,19,22,508
2020-06-09 16,10.5,0.157,81.4,17.6,7.3,25,22,1420
2020-06-09 17,11.3,0.167,82.4,20.9,9.1,36,0,1646
2020-06-09 18,14.7,0.182,74.4,22.5,10.1,58,18,1004
2020-06-09 19,16,0.189,68.3,24.7,12.4,40,11,502
2020-06-09 20,18.3,0.191,59.7,24.2,13.6,42,9,402
2020-06-09 21,20.6,0.186,57.2,25.7,12.9,38,7,359
2020-06-09 22,23.8,0.181,51.1,22.6,10.8,19,7,170
2020-06-09 23,21.7,0.176,50.9,24.1,12.5,0,0,89
2020-06-10 00,16.1,0.161,54.2,22.7,11.5,4,0,75
2020-06-10 01,14,,56,19.4,10.3,4,3,48
2020-06-10 02,14.6,0.158,55.4,20.3,9.2,0,1,20
2020-06-10 03,15.7,0.16,52.7,20.7,8.6,7,4,37
2020-06-10 04,24,0.168,40.1,22,8,12,25,37
2020-06-10 05,36.8,0.182,30.6,25.5,9.9,19,27,304
2020-06-10 06,40.7,0.215,29.4,27.1,11,1,18,1089
2020-06-10 07,40.4,0.233,38,37.5,14.9,26,27,1110
2020-06-10 08,21.4,0.175,66.4,41.9,18,20,38,610
2020-06-10 09,18.7,0.153,74.8,37.6,15,26,26,333
2020-06-10 10,17.5,0.159,80.2,40.6,12.3,43,21,792
2020-06-10 11,12.8,0.151,91.6,35.6,11.9,51,0,780
2020-06-10 12,13.2,0.152,92.5,28.5,12,42,28,824
2020-06-10 13,11.1,0.146,100.1,27.8,11.7,36,16,835
2020-06-10 14,11,0.146,104.2,30.3,9.7,42,0,657
2020-06-10 15,12.7,0.15,98.5,26.2,9.6,27,18,1229
2020-06-10 16,12.3,0.157,92.8,33,8.6,6,15,1693
2020-06-10 17,19.4,0.187,73.6,29.2,7.8,33,14,1786
2020-06-10 18,16.3,0.179,76.2,31.1,11.3,50,13,413
2020-06-10 19,17.9,0.178,56.1,23.2,10.2,47,9,416
2020-06-10 20,15.6,0.177,54.3,18.4,9,42,11,353
2020-06-10 21,15.7,0.185,53.1,14.6,7.6,20,9,189
2020-06-10 22,13.9,0.204,53.5,14.9,8,23,6,142
2020-06-10 23,14.6,0.2,49.5,14.4,10,8,1,92
2020-06-11 00,19.7,0.218,41.1,20.1,11,5,0,39
2020-06-11 01,18.2,,42.7,19.1,12.2,2,1,23
2020-06-11 02,18.7,0.217,39,19.8,13.2,3,0,17
2020-06-11 03,24.1,0.221,32.2,22.7,14.7,8,0,44
2020-06-11 04,26.9,0.227,27.1,24.3,15.9,9,0,107
2020-06-11 05,26.8,0.227,29.6,25.3,15,1,29,334
2020-06-11 06,30.3,0.247,33.5,25.2,14.5,4,28,509
2020-06-11 07,30.4,0.245,,,,1,31,1186
2020-06-11 08,21.7,0.21,,,,19,29,628
2020-06-11 09,11,0.191,,,,27,21,308
2020-06-11 10,9.2,0.2,,,,57,26,737
2020-06-11 11,9,0.191,,,,5,20,453
2020-06-11 12,8.4,0.175,,24.7,,25,17,747
2020-06-11 13,8.4,0.179,,21.1,,48,17,254
2020-06-11 14,10.6,0.201,,19.9,7.6,28,0,466
2020-06-11 15,8.5,0.195,,18.7,5.3,22,20,1437
2020-06-11 16,9.9,0.213,,21.6,8.8,0,17,1096
2020-06-11 17,17.1,0.263,,20.2,9.9,45,17,1592
2020-06-11 18,21.8,0.257,,19.8,10.4,59,14,830
2020-06-11 19,17.7,0.291,,22.4,5.1,1,11,109
2020-06-11 20,29.4,0.316,,11.1,7.1,32,10,122
2020-06-11 21,27.2,0.28,,10.6,7.3,37,8,181
2020-06-11 22,15.2,0.224,,9.6,5.7,30,6,120
2020-06-11 23,14.6,0.225,,6,4.5,13,0,78
2020-06-12 00,11.2,0.205,,7.4,5.8,8,1,46
2020-06-12 01,9.3,,,5.6,5.1,0,0,43
2020-06-12 02,10.3,0.214,,7.5,6.3,0,0,11
2020-06-12 03,9.7,0.206,,4.7,,2,0,44
2020-06-12 04,15,0.215,,8.3,,13,20,22
2020-06-12 05,18.4,0.221,,11.3,9.4,18,30,154
2020-06-12 06,20.3,0.232,,7.8,5.7,5,24,499
2020-06-12 07,21.4,0.24,,9.6,8.8,17,23,328
2020-06-12 08,18,0.239,,11.2,11,25,20,185
2020-06-12 09,17.4,0.24,,11.2,10.3,20,23,131
2020-06-12 10,21.1,0.254,46.2,11.2,10.9,5,2,240
2020-06-12 11,15.4,0.235,47.9,11,9.2,58,19,230
2020-06-12 12,13.1,0.22,61,6.7,,53,18,604
2020-06-12 13,14.2,0.213,63.2,11.6,5.6,43,15,507
2020-06-12 14,13.8,0.208,67.1,10.3,7.3,1,0,764
2020-06-12 15,13.4,0.213,67.5,8.6,7.9,1,17,429
2020-06-12 16,11.2,0.219,68.1,9.4,8,17,0,802
2020-06-12 17,9.8,0.229,69.6,10.9,7.2,42,20,1162
2020-06-12 18,13.2,0.224,71.3,12.8,9.3,49,0,340
2020-06-12 19,19,0.223,67.3,8,7.7,26,0,396
2020-06-12 20,22,0.233,66.7,7,,0,8,324
2020-06-12 21,22.8,0.232,62.2,9.3,6.9,20,7,334
2020-06-12 22,25.9,0.201,51.1,9.2,7.6,0,5,304
2020-06-12 23,25.4,0.189,45,9.2,,5,0,266
2020-06-13 00,27.8,0.183,39.3,10.7,8.5,5,1,204
2020-06-13 01,21.9,,39.4,11.3,7.6,4,0,65
2020-06-13 02,18.6,0.18,39.5,10.2,8.5,0,0,67
2020-06-13 03,15.6,0.178,39.7,8.5,8,7,1,24
2020-06-13 04,14.7,0.175,42.7,7.3,7.1,1,0,60
2020-06-13 05,16.7,0.172,42.4,7.9,6.6,1,18,72
2020-06-13 06,13.7,0.18,43.4,8.6,7.7,1,21,69
2020-06-13 07,16.4,0.192,40.2,10.1,6.3,6,19,301
2020-06-13 08,17.3,0.198,42.6,10.6,7.7,5,14,231
2020-06-13 09,13.1,0.173,58.2,10.3,6.2,9,15,603
2020-06-13 10,10.5,0.17,70.6,11.8,8,17,0,416
2020-06-13 11,8.5,0.161,75.6,13.9,9.6,1,0,672
2020-06-13 12,8.2,0.157,76.1,12.7,9.4,67,0,1081
2020-06-13 13,8.7,0.15,77.5,10.3,7,79,15,1251
2020-06-13 14,10.9,0.151,74,10.4,7,40,20,1641
2020-06-13 15,10.9,0.149,75.5,10.5,6.8,29,21,1606
2020-06-13 16,11,0.155,76.9,14.8,5.9,31,17,792
2020-06-13 17,10.7,0.163,76.6,14.4,7.6,61,11,1211
2020-06-13 18,10.7,0.159,76.1,14.8,5.4,61,3,974
2020-06-13 19,11.7,0.168,72.2,8.5,5.2,45,8,238
2020-06-13 20,13.9,0.186,65.6,8.8,,0,11,503
2020-06-13 21,13.1,0.178,64.3,7.6,,24,8,428
2020-06-13 22,13.4,0.16,61.9,11.6,6.8,25,7,242
2020-06-13 23,14.2,0.162,58.6,12.1,9,23,0,300
2020-06-14 00,14,0.159,59.1,9.5,6.4,20,0,178
2020-06-14 01,,,57,8.2,5.7,8,0,111
2020-06-14 02,9.9,0.151,55,5.8,4.5,9,0,73
2020-06-14 03,8.8,0.143,50.8,5.9,,1,1,47
2020-06-14 04,5.9,0.129,54.7,9.8,8.7,5,0,40
2020-06-14 05,4.7,0.126,56,12.9,8.2,8,7,74
2020-06-14 06,4.9,0.132,55.6,12.8,9.6,6,11,166
2020-06-14 07,5,0.135,56.9,12.3,9.1,5,7,165
2020-06-14 08,4.5,0.137,63.4,12,8.2,0,8,370
2020-06-14 09,4.9,0.137,63.7,12.4,8.4,5,8,547
2020-06-14 10,6.1,0.145,64.4,15,6.8,14,0,478
2020-06-14 11,6.9,0.153,65.2,11.4,8,19,7,650
2020-06-14 12,6.3,0.144,70.5,11.9,7.3,2,12,754
2020-06-14 13,6.6,0.146,76,12.9,6.9,0,9,595
2020-06-14 14,8,0.149,72.1,13.2,7.2,22,0,752
2020-06-14 15,7.4,0.151,70.8,15.3,8.3,13,11,628
2020-06-14 16,7.2,0.15,72.3,12.2,6.4,45,12,638
2020-06-14 17,9.2,0.157,68.6,9.4,6.1,52,14,937
2020-06-14 18,9.9,0.155,69,8.8,5.6,0,11,573
2020-06-14 19,9.3,0.158,67.3,4.9,4.7,34,8,186
2020-06-14 20,14,0.165,60.3,7.4,4.1,26,8,111
2020-06-14 21,10.8,0.17,61.9,6.3,4.9,29,5,161
2020-06-14 22,9.7,0.177,56.9,2.9,,14,5,90
2020-06-14 23,7.8,0.175,56.1,4.3,,5,0,85
2020-06-15 00,6,0.167,56.5,7.4,5.6,6,2,54
2020-06-15 01,4.9,,55.1,10.1,5.9,5,0,14
2020-06-15 02,5.5,0.161,50.9,7.5,6.1,3,1,12
2020-06-15 03,4.7,0.172,55.4,7.2,5.4,0,5,33
2020-06-15 04,6.1,0.157,58.2,9.1,6.6,16,22,78
2020-06-15 05,19.6,0.191,33.9,10.1,6.4,0,0,227
2020-06-15 06,20.9,0.193,44.4,14.3,7.2,19,0,1101
2020-06-15 07,20.1,0.202,46.5,16.3,8.5,19,18,1139
2020-06-15 08,16.9,0.201,50.2,22.2,8.4,4,11,215
2020-06-15 09,16.4,0.192,54.6,21.9,7.6,6,18,461
2020-06-15 10,12.3,0.174,67.4,20.6,6.3,32,25,410
2020-06-15 11,9,0.161,71.7,15.9,7.9,6,0,625
2020-06-15 12,7.2,0.152,78.9,14.2,5,37,20,357
2020-06-15 13,13.2,0.174,71.8,23.1,4.8,23,21,570
2020-06-15 14,14,0.186,70.4,21.1,7.1,39,0,785
2020-06-15 15,12.4,0.191,70.1,13.4,3.6,21,18,1119
2020-06-15 16,12.2,0.185,68.3,12,6.5,17,18,1426
2020-06-15 17,12.6,0.198,66.8,15.3,8,35,19,1618
2020-06-15 18,13.4,0.193,64.8,14.8,7.8,40,17,745
2020-06-15 19,11.4,0.19,64.2,14.1,7.2,35,14,274
2020-06-15 20,10.3,0.177,61.9,6.4,,39,9,382
2020-06-15 21,12.1,0.182,55.6,6.6,5.2,19,8,213
2020-06-15 22,11.4,0.184,51.2,8.6,5.8,14,0,182
2020-06-15 23,9.3,0.173,51.1,8.6,5.7,7,0,61
2020-06-16 00,8.1,0.174,49.7,6,4.9,4,1,71
2020-06-16 01,7.3,,43.3,6.7,4.4,2,0,19
2020-06-16 02,5.5,0.163,46.6,7.4,5.1,4,2,7
2020-06-16 03,4.8,0.16,53.4,4.9,4.9,4,0,12
2020-06-16 04,7.3,0.156,50.5,6.3,4.5,9,0,141
2020-06-16 05,13.5,0.167,49.5,8.8,6.9,14,31,214
2020-06-16 06,23,0.209,36.9,12.9,7.4,12,23,1203
2020-06-16 07,23.6,0.214,39.2,20.3,6.5,17,28,1308
2020-06-16 08,16.8,0.203,49.1,19.9,7.8,3,0,437
2020-06-16 09,12.7,0.193,52.5,16.9,6.7,32,28,580
2020-06-16 10,12,0.183,59.7,14.2,6.6,49,0,323
2020-06-16 11,10.7,0.178,67.2,16.3,8,35,20,773
2020-06-16 12,12.4,0.174,72.8,15,6.7,50,0,726
2020-06-16 13,9.7,0.165,77.1,,9,46,17,758
2020-06-16 14,13.2,0.161,77.6,,6.7,31,20,944
2020-06-16 15,13.5,0.183,70.9,,5.7,27,16,942
2020-06-16 16,12.7,0.177,74.8,,4.4,1,18,1439
2020-06-16 17,16.2,0.192,66.9,13.7,4.9,32,17,1808
2020-06-16 18,20.3,0.204,59.6,12,5.9,43,17,1058
2020-06-16 19,13.1,0.171,72.7,11.2,5,33,12,515
2020-06-16 20,10.9,0.162,69.4,9,5,31,9,441
2020-06-16 21,11.5,0.168,63.9,9.5,5.7,26,7,379
2020-06-16 22,14.5,0.186,57.2,9.2,5.2,0,7,240
2020-06-16 23,15.2,0.186,55.2,8.9,4.8,1,1,123
2020-06-17 00,11.9,0.176,63.8,5.9,4,1,1,52
2020-06-17 01,10.2,,66,5.2,3.7,0,0,33
2020-06-17 02,8.5,0.161,65.5,5.5,5,2,0,16
2020-06-17 03,10.8,0.164,60.6,6.6,4.9,0,6,33
2020-06-17 04,13.1,0.172,53,8.7,4,13,22,116
2020-06-17 05,21.3,0.284,50.3,8.6,4,12,24,260
2020-06-17 06,28.7,0.308,47,,8.7,15,28,854
2020-06-17 07,24.7,0.244,51.4,,7.4,26,1,1230
2020-06-17 08,29.4,,43,,6.1,26,32,672
2020-06-17 09,23.7,0.226,50.9,,7.4,35,21,169
2020-06-17 10,16.3,0.295,62.9,,8.7,54,20,570
2020-06-17 11,14,0.266,67.7,,9.8,60,12,734
2020-06-17 12,14.2,0.21,68.2,,8.3,57,16,769
2020-06-17 13,15,0.208,65.8,,9.9,6,19,686
2020-06-17 14,12.6,0.197,70.5,,8,33,21,911
2020-06-17 15,13.3,0.191,73,,7.4,10,1,515
2020-06-17 16,14.1,0.194,68.7,,6.7,20,19,1560
2020-06-17 17,16.2,0.221,60.3,,7.2,29,17,1696
2020-06-17 18,21.1,0.249,55.4,,7.1,58,14,935
2020-06-17 19,18.4,0.223,60.2,,8.2,40,15,220
2020-06-17 20,18.9,0.258,57.1,,7.9,19,10,363
2020-06-17 21,24.6,0.255,49.2,,9.2,18,6,199
2020-06-17 22,22,0.184,49.7,10.9,6.3,29,7,229
2020-06-17 23,22.1,0.177,49.1,9.3,6.4,14,0,90
2020-06-18 00,15.5,0.158,52.8,9.7,6.4,5,0,49
2020-06-18 01,14.6,,45.5,5.5,5,4,0,6
2020-06-18 02,9.9,0.153,46.1,5.7,5.1,3,2,21
2020-06-18 03,8,0.142,50.8,,4.6,6,6,49
2020-06-18 04,13.3,0.148,43.4,8.3,3.9,12,20,35
2020-06-18 05,18.6,0.162,39,9.6,4.2,16,0,352
2020-06-18 06,23.4,0.19,37,12.5,7.4,9,23,1069
2020-06-18 07,21.5,0.195,44.2,20,7.8,17,28,970
2020-06-18 08,14.3,0.166,60.8,19.8,7,26,31,615
2020-06-18 09,13.6,0.165,67.4,15.2,5.8,41,22,518
2020-06-18 10,10.7,0.162,75,13.4,6.6,51,26,701
2020-06-18 11,11.6,0.16,74.1,13.9,5.7,50,21,687
2020-06-18 12,16.4,0.173,64.7,19.9,8,51,0,371
2020-06-18 13,13.8,0.169,67.1,25.8,8.9,50,0,542
2020-06-18 14,10.7,0.159,70.9,32.3,7,42,18,837
2020-06-18 15,12.7,0.169,68.8,25.3,4.5,27,0,458
2020-06-18 16,15.4,0.207,61.4,32.6,6.3,29,13,941
2020-06-18 17,16.2,0.196,60.8,12.6,6.3,35,16,1426
2020-06-18 18,17,0.196,61,10.6,6.9,47,17,581
2020-06-18 19,14.3,0.195,59.6,14.5,7.7,44,14,546
2020-06-18 20,18.2,0.202,54.2,18.6,9.1,26,13,482
2020-06-18 21,11.9,0.175,65.7,12.9,6.7,1,8,445
2020-06-18 22,15.6,0.167,55.6,9.3,5.9,1,7,313
2020-06-18 23,12.1,0.145,57.5,5.4,4.2,11,1,119
2020-06-19 00,9,0.148,56.9,3.9,3.7,1,1,63
2020-06-19 01,8,,54.7,,4,1,3,11
2020-06-19 02,8,0.144,52,,5,3,0,21
2020-06-19 03,8.1,0.139,47.8,9.8,4.9,5,5,46
2020-06-19 04,13.2,0.147,39.4,6.3,4.4,11,0,54
2020-06-19 05,15.8,0.164,35.5,8.2,4.2,8,36,236
2020-06-19 06,19.7,0.183,34.8,11.3,4.5,7,30,911
2020-06-19 07,13.5,0.176,47.4,15.3,6.6,4,24,815
2020-06-19 08,13.1,0.168,60.5,14.5,7.2,20,30,680
2020-06-19 09,12.1,0.17,65,12.4,4.5,4,0,426
2020-06-19 10,12.1,0.183,65,13.1,6.6,63,20,659
2020-06-19 11,14.3,0.193,58.8,13.4,6.9,56,16,24
2020-06-19 12,11.1,0.172,65.2,12.6,7.3,59,16,725
2020-06-19 13,10.1,0.173,68.1,17.4,6.6,56,18,800
2020-06-19 14,12.8,0.184,64.8,17.2,6.5,36,0,11
2020-06-19 15,14.4,0.187,65.1,22,7.2,24,17,1049
2020-06-19 16,18.3,0.213,59.6,15.1,6.3,16,19,1157
2020-06-19 17,15.7,0.198,61.1,9.6,7.4,32,16,1293
2020-06-19 18,13.4,0.192,63.2,13.6,7,1,17,786
2020-06-19 19,15,0.189,63.7,11.8,6.5,25,12,407
2020-06-19 20,19,0.214,57.2,13.1,9.8,2,11,222
2020-06-19 21,21.2,0.209,53.8,12.6,8.1,23,0,272
2020-06-19 22,19,0.21,47.7,11.8,6.2,13,7,354
2020-06-19 23,18.3,0.193,48.5,16.5,7.5,14,0,201
2020-06-20 00,15.2,0.189,50.9,13.9,6.1,8,0,126
2020-06-20 01,16.9,,46.8,8.7,8,4,0,118
2020-06-20 02,9.7,0.168,60,7.8,7.3,5,0,56
2020-06-20 03,11.6,0.187,54.7,,6,4,0,49
2020-06-20 04,18,0.213,47,,7.3,0,10,44
2020-06-20 05,21.1,0.203,44.1,8.6,6.5,7,17,72
2020-06-20 06,24,0.222,43.4,8.6,8.3,0,18,141
2020-06-20 07,22.5,0.239,47.6,17.3,11.3,12,12,138
2020-06-20 08,15.6,0.21,60.3,19.2,9.4,7,17,287
2020-06-20 09,14,0.198,65.1,16.6,7.5,3,16,651
2020-06-20 10,8.3,0.187,76.5,12.6,6.1,1,14,633
2020-06-20 11,7.4,0.171,79.5,15.5,6.9,1,0,181
2020-06-20 12,7,0.178,80.3,25.6,9.1,27,20,946
2020-06-20 13,5.3,0.17,86.8,13.4,7.7,25,16,683
2020-06-20 14,6.2,0.165,85.4,17.9,6.5,39,17,1502
2020-06-20 15,7.1,0.165,83.6,20.6,7.9,34,16,765
2020-06-20 16,9.3,0.177,78.9,36.3,7.9,32,17,1343
2020-06-20 17,9.7,0.183,76.1,19.6,7.1,49,0,580
2020-06-20 18,9.7,0.183,72.2,13.8,6.4,47,12,556
2020-06-20 19,10.7,0.174,68.7,13.6,7.1,24,0,627
2020-06-20 20,16.7,0.209,59,20.8,8.3,25,9,515
2020-06-20 21,19.7,0.215,50,17.6,8.2,13,7,538
2020-06-20 22,22.7,0.183,42.5,15,6.7,0,5,346
2020-06-20 23,22.5,0.172,39.8,9.3,6.6,1,1,271
2020-06-21 00,21.9,0.17,38.1,6.3,5.4,10,0,238
2020-06-21 01,,,14.7,7.4,7.2,6,0,120
2020-06-21 02,28.1,0.19,23.6,11.3,8.4,3,0,77
2020-06-21 03,23.2,0.169,30.7,8.8,8.2,1,0,14
2020-06-21 04,8.5,0.141,47,8,6.2,4,1,23
2020-06-21 05,8.3,0.14,46.2,11.7,8.7,5,8,37
2020-06-21 06,6,0.134,53.8,9.2,4.7,6,9,122
2020-06-21 07,5.1,0.143,53.9,10.5,5.7,7,7,243
2020-06-21 08,5,0.157,54.7,15.7,9.1,7,9,323
2020-06-21 09,4.9,0.151,53.9,16.3,6.7,10,0,540
2020-06-21 10,5,0.154,49.7,17,5.5,14,6,676
2020-06-21 11,4.6,0.157,47,16.2,5.4,19,11,609
2020-06-21 12,5.1,0.164,46,21.5,7.8,26,9,829
2020-06-21 13,6.6,0.173,41.6,19.4,7.2,4,0,958
2020-06-21 14,6.7,0.169,39,19.8,8,3,13,1073
2020-06-21 15,6.9,0.178,36.7,17.4,6.5,18,9,580
2020-06-21 16,6,0.195,38.9,20.6,5.1,28,0,470
2020-06-21 17,8.5,0.226,38.9,10.4,6.5,32,13,489
2020-06-21 18,10.5,0.21,42,6.9,6,31,11,421
2020-06-21 19,10.2,0.195,47.1,8.6,8,46,0,279
2020-06-21 20,11.5,0.185,48.1,12.8,8.2,31,13,418
2020-06-21 21,16.6,0.206,41.6,14.7,8.4,27,8,262
2020-06-21 22,17.4,0.213,39.7,17.9,9.6,16,4,217
2020-06-21 23,16.6,0.198,39.6,16.7,9.5,17,0,265
2020-06-22 00,11.7,0.18,42.5,15.4,7.3,6,1,158
2020-06-22 01,10.3,,45.5,15.6,6.3,8,0,79
2020-06-22 02,8.4,0.162,49,17.5,5.5,2,0,35
2020-06-22 03,10.6,0.168,46.2,18.4,7.1,4,7,30
2020-06-22 04,16.1,0.178,39.4,20.2,9.8,8,20,135
2020-06-22 05,19.8,0.186,38.3,23.3,10.5,2,27,388
2020-06-22 06,18.5,0.195,40.7,24,8.4,12,18,1207
2020-06-22 07,19.5,0.243,37.5,27.6,13.4,8,20,1032
2020-06-22 08,19.9,0.232,38.8,28.3,15.1,20,29,570
2020-06-22 09,18.7,0.22,46.5,34.7,14.9,33,23,522
2020-06-22 10,13.9,0.19,57.9,33,11.1,49,10,599
2020-06-22 11,12.1,0.181,64.5,26.1,13.5,45,6,707
2020-06-22 12,10.8,0.172,71.4,21.2,11.9,37,6,698
2020-06-22 13,10.4,0.169,78,19.7,12,41,4,633
2020-06-22 14,10,0.173,86.3,23.9,10.4,48,0,508
2020-06-22 15,10.2,0.175,92,24.1,9.5,62,0,1011
2020-06-22 16,11.9,0.183,94.9,28.6,9,161,0,1704
2020-06-22 17,12.8,0.186,94.4,27.2,9.9,62,7,1731
2020-06-22 18,12.8,0.181,89.2,18,10.5,31,15,394
2020-06-22 19,14,0.195,82.4,25,12,3,0,244
2020-06-22 20,13.5,0.205,76,21.5,12.2,2,14,464
2020-06-22 21,17.5,0.221,65.7,22.9,11.9,23,0,321
2020-06-22 22,25.1,0.219,53.7,22.3,13.1,1,7,135
2020-06-22 23,32.2,0.21,45.7,25,13.6,11,0,46
2020-06-23 00,21.9,0.189,49.2,21,11.8,9,0,23
2020-06-23 01,20.3,,48.1,16.6,11.1,1,2,37
2020-06-23 02,53.7,0.24,12.1,21.2,13.6,2,0,22
2020-06-23 03,33.5,0.19,33.1,26.3,14.3,4,7,50
2020-06-23 04,47.9,0.221,16.5,21.9,13.4,8,21,89
2020-06-23 05,55.6,0.249,18.3,27.1,16.7,8,27,340
2020-06-23 06,61.3,0.269,21.4,28.1,17.3,5,0,1461
2020-06-23 07,48.3,0.262,39.3,36.5,16.4,8,0,1532
2020-06-23 08,25.6,0.194,71.7,38.2,15.5,1,0,479
2020-06-23 09,,,,24.8,11.8,30,0,356
2020-06-23 10,18.9,,,22.8,12.3,7,0,620
2020-06-23 11,10.7,0.141,113.5,24.1,11.9,51,27,727
2020-06-23 12,8.7,0.148,114.8,18.3,7.8,56,22,779
2020-06-23 13,8.9,0.157,117.5,20.7,9.4,49,21,429
2020-06-23 14,9.1,0.158,120.9,28.8,9.8,36,20,290
2020-06-23 15,11,0.17,120,33,10.3,28,0,878
2020-06-23 16,10.7,0.176,124.7,22,10.3,3,20,1777
2020-06-23 17,11,0.184,122.1,20.5,11.1,2,15,1745
2020-06-23 18,12.7,0.189,120.8,20.4,10.1,42,15,1091
2020-06-23 19,17.2,0.207,106.9,23.9,11.2,44,12,707
2020-06-23 20,26,0.252,92.5,36.4,14.7,4,11,447
2020-06-23 21,24.5,0.24,91.7,25.2,16,35,9,254
2020-06-23 22,18.7,0.197,96.4,21.2,12.9,27,0,413
2020-06-23 23,14.6,0.186,100.2,15.9,11.7,9,1,70
2020-06-24 00,10.7,0.179,103.9,17.9,11,5,0,58
2020-06-24 01,7.9,,107.9,17.4,13.4,4,1,11
2020-06-24 02,9,0.163,105.1,16.1,11.5,3,2,25
2020-06-24 03,10.6,0.164,102.3,16.3,12.9,9,7,58
2020-06-24 04,19.4,0.17,89.2,18.8,12.5,1,19,94
2020-06-24 05,29.4,0.182,78,23.3,13.5,20,1,259
2020-06-24 06,27,0.186,78.9,21.3,13,19,31,227
2020-06-24 07,30.5,0.212,78.6,22.1,13.8,3,26,1063
2020-06-24 08,,0.208,93.2,,16.8,4,34,413
2020-06-24 09,19.1,0.24,114.9,,,7,31,670
2020-06-24 10,12.5,0.223,133.4,,,46,30,540
2020-06-24 11,,,,,13.7,62,0,753
2020-06-24 12,9.8,0.271,,26,12.1,54,21,773
2020-06-24 13,10.8,0.289,130.6,27.8,11.1,50,18,401
2020-06-24 14,9.8,0.287,126.8,29.8,11.4,38,20,667
2020-06-24 15,10.4,0.307,125.8,35.8,12.2,22,23,1176
2020-06-24 16,9.8,0.311,126.5,33.2,12,22,18,1685
2020-06-24 17,12.1,0.334,126.7,30.2,10.6,0,18,1876
2020-06-24 18,12.4,0.332,123.4,36.9,13.8,61,0,504
2020-06-24 19,19.3,0.376,106.3,33.1,14.3,52,13,730
2020-06-24 20,23.3,0.4,91,32.1,15.1,43,0,614
2020-06-24 21,18.8,0.386,89.2,31.8,15.3,39,0,697
2020-06-24 22,13.2,0.204,94.4,19.3,12.6,22,7,428
2020-06-24 23,11.5,0.199,98.6,15.9,10.9,13,2,193
2020-06-25 00,9.6,0.203,96.5,16.6,11.5,0,0,82
2020-06-25 01,8.4,,96,14.1,11.1,4,0,43
2020-06-25 02,8.7,0.191,96.9,13.9,11.9,0,1,32
2020-06-25 03,9,0.187,93.7,14.2,12.1,8,5,55
2020-06-25 04,16.7,0.195,83.7,28.9,11.7,11,17,60
2020-06-25 05,31.7,0.213,72.4,26.5,11.6,3,33,434
2020-06-25 06,25.9,0.219,82.3,25.4,,10,24,1021
2020-06-25 07,27,0.241,86.9,25.8,,16,29,1053
2020-06-25 08,30.3,0.26,95.9,27.5,,24,37,200
2020-06-25 09,30.4,0.272,114.1,32.1,,30,34,575
2020-06-25 10,21.9,0.261,141.7,31,,41,22,436
2020-06-25 11,11.9,0.254,151.2,32,,68,0,502
2020-06-25 12,12,0.253,151.9,26.5,,61,21,669
2020-06-25 13,13,0.254,140.6,30.9,,43,17,377
2020-06-25 14,14.3,0.248,132.3,27.2,,43,19,206
